,Date,Time,Temperature,DewPoint,Humidity,Wind,WinSpeed,WindGust,Pressure,Precip.,Condition
127204,2018-09-01,12:53 AM,66,43,43,SW,12,0,24.57,0.0,Partly Cloudy
127208,2018-09-01,1:53 AM,60,44,55,SW,8,0,24.57,0.0,Partly Cloudy
127209,2018-09-01,2:53 AM,56,43,62,S,8,0,24.58,0.0,Partly Cloudy
127210,2018-09-01,3:53 AM,59,42,53,S,10,0,24.58,0.0,Partly Cloudy
127211,2018-09-01,4:53 AM,60,42,51,VAR,7,0,24.58,0.0,Partly Cloudy
127212,2018-09-01,5:53 AM,58,42,56,SW,10,0,24.57,0.0,Mostly Cloudy
127213,2018-09-01,6:53 AM,59,41,51,SW,10,0,24.58,0.0,Mostly Cloudy
127214,2018-09-01,7:53 AM,64,41,43,SW,13,0,24.59,0.0,Mostly Cloudy
127215,2018-09-01,8:53 AM,70,41,35,SW,9,0,24.59,0.0,Mostly Cloudy
127216,2018-09-01,9:53 AM,74,40,29,WSW,6,0,24.59,0.0,Mostly Cloudy
127217,2018-09-01,10:53 AM,79,39,24,W,8,0,24.58,0.0,Mostly Cloudy
127218,2018-09-01,11:53 AM,81,39,22,NW,6,0,24.56,0.0,Mostly Cloudy
127219,2018-09-01,12:53 PM,83,40,22,WNW,7,0,24.56,0.0,Cloudy
127225,2018-09-02,12:53 AM,59,43,55,S,3,0,24.59,0.0,Mostly Cloudy
127226,2018-09-01,1:53 PM,83,38,20,VAR,3,0,24.54,0.0,Mostly Cloudy
127227,2018-09-01,2:53 PM,84,38,19,NE,5,0,24.53,0.0,Mostly Cloudy
127228,2018-09-01,3:53 PM,83,40,22,ESE,7,0,24.52,0.0,Cloudy
127232,2018-09-02,1:53 AM,60,42,51,S,5,0,24.58,0.0,Partly Cloudy
127233,2018-09-02,2:53 AM,57,45,64,W,10,0,24.57,0.0,Partly Cloudy
127234,2018-09-02,3:53 AM,57,48,72,W,12,0,24.57,0.0,Partly Cloudy
127235,2018-09-02,4:53 AM,59,48,67,WSW,12,0,24.58,0.0,Partly Cloudy
127236,2018-09-02,5:53 AM,59,48,67,W,8,0,24.59,0.0,Cloudy
