,Date,Time,Temperature,DewPoint,Humidity,Wind,WinSpeed,WindGust,Pressure,Precip.,Condition
121157,2017-12-01,1:53 AM,33,16,50,SSE,7,0,24.56,0.0,Cloudy
121173,2017-12-01,2:53 AM,44,14,30,SSW,12,0,24.55,0.0,Cloudy
121174,2017-12-01,3:53 AM,40,14,35,S,12,0,24.54,0.0,Cloudy
121175,2017-12-01,4:53 AM,44,13,28,SW,6,0,24.54,0.0,Cloudy
121176,2017-12-01,5:53 AM,46,13,26,S,6,0,24.53,0.0,Cloudy
121177,2017-12-01,6:53 AM,38,16,41,S,8,0,24.53,0.0,Cloudy
121178,2017-12-01,7:53 AM,45,15,30,WSW,5,0,24.54,0.0,Cloudy
121179,2017-12-01,8:53 AM,44,16,32,SSW,7,0,24.55,0.0,Cloudy
121180,2017-12-01,9:53 AM,57,20,24,W,24,35,24.54,0.0,Cloudy / Windy
121181,2017-12-01,10:53 AM,60,20,21,W,14,0,24.56,0.0,Partly Cloudy
121182,2017-12-01,11:53 AM,62,21,21,WNW,15,0,24.56,0.0,Partly Cloudy
121183,2017-12-01,12:53 PM,60,21,22,VAR,7,0,24.56,0.0,Partly Cloudy
121184,2017-12-02,1:53 AM,37,21,52,SSE,15,0,24.62,0.0,Cloudy
121189,2017-12-01,1:53 PM,55,20,25,NE,16,0,24.54,0.0,Cloudy
121190,2017-12-01,2:53 PM,55,18,23,ENE,17,0,24.54,0.0,Partly Cloudy
121191,2017-12-01,3:53 PM,55,19,24,E,16,0,24.56,0.0,Partly Cloudy
121192,2017-12-01,4:53 PM,50,19,29,E,13,0,24.58,0.0,Cloudy
121193,2017-12-01,5:53 PM,46,19,34,ESE,12,0,24.6,0.0,Cloudy
121194,2017-12-01,6:53 PM,41,19,41,SSE,9,0,24.62,0.0,Cloudy
121195,2017-12-01,7:53 PM,38,19,47,SE,12,0,24.63,0.0,Cloudy
121196,2017-12-01,8:53 PM,35,20,54,SSE,14,0,24.64,0.0,Fair
121197,2017-12-01,9:53 PM,34,21,59,SSE,13,0,24.64,0.0,Fair
121198,2017-12-01,10:53 PM,33,21,61,SSE,9,0,24.65,0.0,Fair
121199,2017-12-02,2:53 AM,31,20,64,SSE,13,0,24.61,0.0,Cloudy
121200,2017-12-02,3:53 AM,38,21,51,SW,12,0,24.6,0.0,Cloudy
121201,2017-12-02,4:53 AM,35,20,54,SW,12,0,24.6,0.0,Cloudy
121202,2017-12-02,5:53 AM,36,21,55,WSW,10,0,24.59,0.0,Cloudy
121203,2017-12-02,6:53 AM,40,21,47,W,13,0,24.61,0.0,Cloudy
121204,2017-12-02,7:53 AM,41,21,45,N,3,0,24.63,0.0,Cloudy
121205,2017-12-02,8:53 AM,41,22,47,ENE,5,0,24.63,0.0,Cloudy
121206,2017-12-02,9:53 AM,47,23,39,WSW,8,0,24.64,0.0,Partly Cloudy
121207,2017-12-02,10:53 AM,54,25,33,SW,9,0,24.65,0.0,Partly Cloudy
121208,2017-12-02,11:53 AM,57,25,29,W,3,0,24.65,0.0,Partly Cloudy
121209,2017-12-02,12:53 PM,61,25,25,CALM,0,0,24.61,0.0,Partly Cloudy
121210,2017-12-03,1:53 AM,38,22,53,S,8,0,24.52,0.0,Mostly Cloudy
121211,2017-12-01,11:53 PM,32,20,61,SSE,13,0,24.65,0.0,Partly Cloudy
121212,2017-12-01,12:53 AM,35,21,57,SSE,15,0,24.64,0.0,Partly Cloudy
121213,2017-12-02,1:53 PM,64,22,20,CALM,0,0,24.59,0.0,Partly Cloudy
121214,2017-12-02,2:53 PM,66,17,15,W,3,0,24.58,0.0,Mostly Cloudy
121215,2017-12-02,3:53 PM,65,17,16,VAR,3,0,24.57,0.0,Mostly Cloudy
121216,2017-12-02,4:53 PM,60,23,24,E,13,0,24.57,0.0,Mostly Cloudy
121217,2017-12-02,5:53 PM,48,23,37,ESE,10,0,24.58,0.0,Mostly Cloudy
121218,2017-12-02,6:53 PM,41,21,45,SSE,12,0,24.57,0.0,Partly Cloudy
121219,2017-12-02,7:53 PM,44,21,40,S,15,0,24.56,0.0,Cloudy
121220,2017-12-02,8:53 PM,39,21,49,S,12,0,24.56,0.0,Cloudy
121221,2017-12-03,2:53 AM,38,22,53,W,6,0,24.5,0.0,Cloudy
121222,2017-12-03,3:53 AM,39,21,49,WSW,9,0,24.49,0.0,Mostly Cloudy
121223,2017-12-03,4:53 AM,38,19,47,W,9,0,24.47,0.0,Cloudy
121224,2017-12-03,5:53 AM,36,19,50,SW,9,0,24.46,0.0,Mostly Cloudy
121225,2017-12-03,6:53 AM,41,19,41,WSW,8,0,24.46,0.0,Mostly Cloudy
121226,2017-12-03,7:53 AM,41,20,43,SW,9,0,24.45,0.0,Cloudy
121227,2017-12-03,8:53 AM,44,22,42,SW,9,0,24.43,0.0,Mostly Cloudy
121228,2017-12-03,9:53 AM,48,22,36,SW,12,0,24.43,0.0,Cloudy
121229,2017-12-03,10:53 AM,52,22,31,SW,13,0,24.41,0.0,Mostly Cloudy
121230,2017-12-03,11:53 AM,61,19,20,SSW,16,0,24.38,0.0,Mostly Cloudy
121231,2017-12-03,12:53 PM,63,16,16,S,16,0,24.33,0.0,Mostly Cloudy
121232,2017-12-04,1:53 AM,48,31,52,WSW,23,37,24.2,0.0,Cloudy / Windy
121233,2017-12-02,9:53 PM,47,22,37,SSW,16,0,24.57,0.0,Cloudy
121234,2017-12-02,10:53 PM,44,22,42,SW,13,0,24.56,0.0,Cloudy
121235,2017-12-02,11:53 PM,45,22,40,SSW,13,0,24.55,0.0,Cloudy
121236,2017-12-02,12:53 AM,42,23,47,S,12,0,24.53,0.0,Mostly Cloudy
121237,2017-12-03,1:53 PM,63,16,16,S,13,0,24.29,0.0,Mostly Cloudy
121238,2017-12-03,2:53 PM,65,17,16,S,13,0,24.26,0.0,Mostly Cloudy
121239,2017-12-03,3:53 PM,65,18,16,S,12,0,24.24,0.0,Mostly Cloudy
121240,2017-12-03,4:53 PM,62,19,19,NE,9,0,24.23,0.0,Mostly Cloudy
121241,2017-12-03,5:53 PM,55,16,22,WSW,13,0,24.23,0.0,Cloudy
121242,2017-12-03,6:53 PM,46,25,44,WNW,10,0,24.25,0.0,Cloudy
121243,2017-12-03,7:53 PM,47,25,42,W,7,0,24.23,0.0,Cloudy
121244,2017-12-03,8:53 PM,54,16,22,SW,18,0,24.2,0.0,Cloudy
121245,2017-12-03,9:53 PM,48,18,30,SSW,14,0,24.17,0.0,Cloudy
121246,2017-12-04,2:53 AM,44,28,53,W,17,0,24.26,0.0,Partly Cloudy
121247,2017-12-04,3:53 AM,41,18,40,WNW,21,0,24.29,0.0,Partly Cloudy / Windy
