,zpid,detailUrl,price,address,addressStreet,addressCity,addressState,addressZipcode,zestimate,info2String,info6String,streetViewMetadataURL,streetViewURL,isPropertyResultCDP,builderName,lotAreaString,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Neighborhood
4928,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2021.0,$808.5K,$828.3K,$849.4K,$910.8K,$931K,$981.4K,$990.6K,$973.6K,$969.6K,$979.7K,$988.5K,$1M,Berkeley
4929,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2020.0,$738.4K,$727.5K,$730K,$743.3K,$741K,$752.6K,$768.1K,$788.1K,$777.3K,$780.4K,$789.7K,$802.5K,Berkeley
4930,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2019.0,$726.5K,$734.1K,$723.9K,$713.1K,$716.6K,$713K,$715.7K,$732.3K,$763.3K,$764.1K,$758K,$747.2K,Berkeley
4931,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2018.0,$667.1K,$674.7K,$694.4K,$722.6K,$729.2K,$742.5K,$731.6K,$715.3K,$718.6K,$725.1K,$729.3K,$726.4K,Berkeley
4932,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2017.0,$641.6K,$657.1K,$667.3K,$649.4K,$651.3K,$657K,$658.4K,$671.7K,$665.3K,$656.8K,$660.3K,$676.5K,Berkeley
4933,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2016.0,$653K,$659.3K,$659.8K,$665K,$667K,$675.3K,$678.2K,$682.6K,$666.4K,$640.8K,$630.8K,$621.3K,Berkeley
4934,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2015.0,$570.9K,$582.6K,$589.2K,$594.5K,$597.2K,$600.3K,$611.7K,$616.5K,$621.5K,$629.8K,$635.5K,$641.3K,Berkeley
4935,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2014.0,$519.4K,$518.8K,$520.7K,$531.1K,$541.3K,$535.5K,$534.4K,$539.5K,$548.4K,$548.7K,$556.5K,$562.1K,Berkeley
4936,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2013.0,$404.8K,$441.1K,$446.4K,$448.1K,$452.3K,$454.5K,$462.6K,$462.7K,$506.8K,$509.4K,$511K,$515.1K,Berkeley
4937,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2012.0,,,,,,,,,,,$418.1K,$416.8K,Berkeley
4938,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2011.0,,,,,,,,,,,,,Berkeley
4939,121235830,https://www.zillow.com/homedetails/3868-N-Perry-St-Denver-CO-80212/121235830_zpid/,"$960,000","3868 Perry Street, Denver, CO 80212",3868 Perry Street,Denver,CO,80212,950200.0,,,,,,,,2010.0,,,,,,,,,,,,,Berkeley
4940,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2022.0,$363.4K,$371.7K,$393.6K,$402.1K,$400.3K,$395.2K,$386.5K,$379.7K,$376.7K,$420K,$416.1K,,Capitol Hill
4941,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2021.0,$335.3K,$337K,$326.7K,$353.5K,$361.1K,$361.8K,$357.8K,$356.9K,$355.2K,$356.7K,$358.4K,$359.3K,Capitol Hill
4942,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2020.0,$322K,$320.2K,$320.7K,$325K,$329.4K,$344K,$349.1K,$344.2K,$336.7K,$334.5K,$329.8K,$331K,Capitol Hill
4943,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2019.0,$332.5K,$339.6K,$338.4K,$334.6K,$329.3K,$331.5K,$333.9K,$339.4K,$321.6K,$320.5K,$322.6K,$323.1K,Capitol Hill
4944,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2018.0,$310.4K,$312.4K,$321.4K,$326.6K,$327.5K,$332.3K,$332.5K,$332.6K,$335.8K,$334.7K,$334.3K,$333.8K,Capitol Hill
4945,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2017.0,$320.8K,$321.9K,$326.6K,$319.5K,$314.3K,$310.4K,$310.3K,$306.5K,$304.6K,$304.9K,$306.9K,$309.4K,Capitol Hill
4946,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2016.0,$275.3K,$274.3K,$283.5K,$285.6K,$292.7K,$295.7K,$299.3K,$306.5K,$305.4K,$303.8K,$310.5K,$314K,Capitol Hill
4947,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2015.0,$232.6K,$233.1K,$234.8K,$242.2K,$239.5K,$244.7K,$249.3K,$257.6K,$256.7K,$261.9K,$275.7K,$276.1K,Capitol Hill
4948,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2014.0,$210.3K,$213.2K,$209.1K,$209.3K,$218.8K,$219.4K,$206.7K,$209.8K,$213.4K,$212.4K,$216.5K,$222.1K,Capitol Hill
4949,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2013.0,$196.5K,$198.8K,$199.7K,$201.7K,$203.5K,$216.5K,$222.5K,$214.2K,$208.8K,$206.9K,$207.5K,$206.5K,Capitol Hill
4950,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2012.0,,,,,,,,,,,$193.4K,$192.3K,Capitol Hill
4951,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2011.0,,,,,,,,,,,,,Capitol Hill
4952,13330969,https://www.zillow.com/homedetails/1029-E-8th-Ave-APT-908-Denver-CO-80218/13330969_zpid/,"$425,000","1029 E 8th Avenue  Unit 908, Denver, CO 80218",1029 E 8th Avenue  Unit 908,Denver,CO,80218,417134.0,,,,,,,,2010.0,,,,,,,,,,,,,Capitol Hill
4953,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2022.0,$1.5M,$1.6M,$1.6M,$1.7M,$1.7M,$1.7M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,,Cherry Creek
4954,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2021.0,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,$1.5M,Cherry Creek
4955,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2020.0,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.4M,$1.4M,$1.2M,$1.3M,Cherry Creek
4956,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2019.0,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,Cherry Creek
4957,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2018.0,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,Cherry Creek
4958,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2017.0,$1.1M,$1.1M,$1.1M,$1.1M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,Cherry Creek
4959,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2016.0,$1M,$1M,$1M,$1M,$1M,$1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,$1.1M,Cherry Creek
4960,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2015.0,$947.2K,$909.9K,$913.3K,$922.6K,$927.6K,$932.9K,$944.7K,$954.9K,$964K,$978.5K,$988.7K,$996.5K,Cherry Creek
4961,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2014.0,$453.4K,$390.4K,$435.6K,$411.8K,$414.4K,$431.5K,$375.1K,$370.3K,$369.7K,$514.2K,$900.6K,$897.4K,Cherry Creek
4962,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2013.0,$656.1K,$631.9K,$575.9K,$650.1K,$360K,$334.6K,$320.1K,$311.6K,$324.2K,$364.2K,$375.4K,$407.7K,Cherry Creek
4963,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2012.0,,,,,,,,,,,$274.1K,$251.8K,Cherry Creek
4964,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2011.0,,,,,,,,,,,,,Cherry Creek
4965,13350074,https://www.zillow.com/homedetails/61-S-Garfield-St-Denver-CO-80209/13350074_zpid/,"$1,600,000","61 S Garfield Street, Denver, CO 80209",61 S Garfield Street,Denver,CO,80209,1588800.0,,,,,,,,2010.0,,,,,,,,,,,,,Cherry Creek
4966,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2022.0,$289K,$336.2K,$436.2K,$459.6K,$352K,$334.9K,$410.5K,$408.8K,$408.5K,$474.2K,$449.9K,,Valverde
4967,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2021.0,$342.9K,$352.9K,$360.2K,$368.9K,$375.5K,$352.4K,$340.3K,$326.6K,$320.6K,$322.6K,$241K,$358.5K,Valverde
4968,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2020.0,$309.8K,$306.5K,$306.1K,$309.7K,$315.7K,$320.8K,$326.7K,$327.4K,$329.4K,$343.6K,$340.8K,$335.8K,Valverde
4969,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2019.0,$295.6K,$305.4K,$307.7K,$309.4K,$310.3K,$310.1K,$308.4K,$311.4K,$299.9K,$302.7K,$303.3K,$303.2K,Valverde
4970,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2018.0,$257.7K,$262.5K,$276.3K,$280.6K,$276.7K,$276.1K,$278.8K,$288K,$291K,$292.7K,$295.4K,$297K,Valverde
4971,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2017.0,$244.3K,$248.9K,$254.6K,$247.9K,$253.1K,$253.4K,$251.4K,$253.3K,$254K,$258.9K,$264.2K,$270.3K,Valverde
4972,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2016.0,$211.5K,$217.2K,$217.2K,$220.6K,$228K,$227.1K,$226K,$229.1K,$230.1K,$233.9K,$238.7K,$243.3K,Valverde
4973,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2015.0,$169.2K,$173.6K,$174.6K,$176K,$170.3K,$173.9K,$178.5K,$185.5K,$186.7K,$191.3K,$197.6K,$204.7K,Valverde
4974,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2014.0,$138.2K,$139.3K,$141.6K,$149.2K,$145.3K,$151.7K,$150.2K,$153.6K,$159.1K,$164.6K,$165.4K,$168K,Valverde
4975,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2013.0,$135.9K,$131.3K,$137.4K,$138.2K,$140.5K,$143.2K,$145.9K,$139.4K,$138.2K,$142.2K,$143K,$141.8K,Valverde
4976,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2012.0,,,,,,,,,,,$133.1K,$136.7K,Valverde
4977,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2011.0,,,,,,,,,,,,,Valverde
4978,13341689,https://www.zillow.com/homedetails/161-S-Bryant-St-Denver-CO-80219/13341689_zpid/,"$459,500","161 S Bryant Street, Denver, CO 80219",161 S Bryant Street,Denver,CO,80219,459500.0,,,,,,,,2010.0,,,,,,,,,,,,,Valverde
4979,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2022.0,,,,,,,,$542.3K,$520.9K,$466K,$464.6K,,Capitol Hill
4980,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2021.0,,,,,,,,,,,,,Capitol Hill
4981,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2020.0,,,,,,,,,$433.6K,$441.4K,,,Capitol Hill
4982,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2019.0,$464.8K,$454.9K,$535K,$535K,$467.8K,$418.9K,$418.7K,$493.6K,$420.2K,$423.6K,,,Capitol Hill
4983,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2018.0,$465.5K,$462.8K,$464K,$470.9K,$460.8K,$492.2K,$470.5K,$478K,$495K,$494.1K,$484.8K,$470K,Capitol Hill
4984,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2017.0,$414K,$418.2K,$432.3K,$441.7K,$451.6K,$458.4K,$451.9K,$450.4K,$452.3K,$461.9K,$471.2K,$458.6K,Capitol Hill
4985,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2016.0,$390.9K,$395.1K,$396.1K,$398.2K,$396.5K,$412.4K,$422.3K,$439.7K,$432.9K,$434.5K,$437.7K,$446.9K,Capitol Hill
4986,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2015.0,$347.6K,$363.7K,$365K,$370.9K,$355.7K,$361.7K,$357.8K,$364.6K,$373.1K,$378.2K,$389.2K,$388.8K,Capitol Hill
4987,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2014.0,$301.3K,$301.3K,$303.3K,$324.2K,$324.6K,$316.9K,$311.6K,$320.1K,$322.6K,$326.6K,$330.2K,$340.9K,Capitol Hill
4988,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2013.0,$285.6K,$286.8K,$284.3K,$279.1K,$268.9K,$268.9K,$269.9K,$281.8K,$293.1K,$296.8K,$294.1K,$297.8K,Capitol Hill
4989,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2012.0,,,,,,,,,,,$293.2K,$276.6K,Capitol Hill
4990,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2011.0,,,,,,,,,,,,,Capitol Hill
4991,13332205,https://www.zillow.com/homedetails/1140-N-Grant-St-APT-1-Denver-CO-80203/13332205_zpid/,"$475,000","1140 N Grant Street  Unit 1, Denver, CO 80203",1140 N Grant Street  Unit 1,Denver,CO,80203,466000.0,,,,,,,,2010.0,,,,,,,,,,,,,Capitol Hill
4992,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2022.0,$610K,$627.7K,$670.9K,$687.7K,$683.5K,$670.6K,$647.2K,$627.7K,$595K,$595K,$585K,,Bear Valley
4993,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2021.0,$518.7K,$534.6K,$535.3K,$562K,$572.6K,$589K,$593.6K,$583.3K,$582.6K,$585.9K,$591.3K,$599.6K,Bear Valley
4994,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2020.0,$469.8K,$470.6K,$479.6K,$479.4K,$477.7K,$482.4K,$480.7K,$481K,$485.6K,$494.3K,$501.3K,$507.3K,Bear Valley
4995,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2019.0,$460.6K,$459.4K,$456.3K,$460K,$458.2K,$459.2K,$459.2K,$460.3K,$464.8K,$461.9K,$463.7K,$470.5K,Bear Valley
4996,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2018.0,$428.5K,$431.5K,$437.3K,$444.1K,$447.4K,$446.5K,$448.9K,$450.9K,$455.9K,$457K,$457.6K,$461.3K,Bear Valley
4997,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2017.0,$361.7K,$360.6K,$369.6K,$377.2K,$379.8K,$391.1K,$385.1K,$386.3K,$430K,$430K,$421.1K,$425.5K,Bear Valley
4998,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2016.0,$338.7K,$338.9K,$338.3K,$343.1K,$346K,$352.7K,$350.9K,$356K,$357.6K,$355.5K,$363.9K,$360.1K,Bear Valley
4999,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2015.0,$305.4K,$313.4K,$320.1K,$324K,$311K,$313.9K,$315.2K,$315K,$322.3K,$322.4K,$328.1K,$334.9K,Bear Valley
5000,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2014.0,$279.7K,$272.9K,$279.2K,$285.9K,$295.4K,$292.5K,$295.4K,$301.3K,$308.7K,$313.7K,$317.4K,$318K,Bear Valley
5001,13325072,https://www.zillow.com/homedetails/3236-S-Newland-St-Denver-CO-80227/13325072_zpid/,"$585,000","3236 S Newland Street, Denver, CO 80227",3236 S Newland Street,Denver,CO,80227,585005.0,,,,,,,,2013.0,$261.3K,$264.2K,$264.9K,$266.9K,$264.5K,$266.8K,$269.4K,$270.7K,$270.5K,$269.8K,$271.3K,$276.2K,Bear Valley
