,zpid,detailUrl,price,address,addressStreet,addressCity,addressState,addressZipcode,zestimate,info2String,info6String,streetViewMetadataURL,streetViewURL,isPropertyResultCDP,builderName,lotAreaString,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Neighborhood
0,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2022.0,$827K,$855.4K,$917.4K,$940.8K,$945.7K,$926.7K,$894.5K,$825K,$775K,$688.3K,$686.8K,,University Park
1,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2021.0,$718.6K,$743.9K,$751.3K,$810.2K,$825.6K,$842K,$828.2K,$809K,$802.3K,$804.7K,$806.3K,$815.6K,University Park
2,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2020.0,$652.2K,$650.3K,$660.2K,$665.9K,$661.1K,$661.6K,$671.5K,$673.8K,$690.1K,$698.7K,$714.9K,$720.3K,University Park
3,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2019.0,$674.9K,$661.5K,$672.1K,$680K,$708.1K,$687K,$692.3K,$690.1K,$666.5K,$661K,$663.9K,$659.6K,University Park
4,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2018.0,$616.1K,$625.4K,$631.5K,$632.5K,$643.6K,$680.5K,$687.7K,$676.2K,$673.4K,$668.1K,$671K,$667.2K,University Park
5,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2017.0,$599.2K,$625.2K,$635.8K,$630.4K,$626.1K,$617.5K,$610.4K,$625.8K,$614K,$602.1K,$608.9K,$613.4K,University Park
6,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2016.0,$530K,$544K,$544.6K,$553.8K,$551.4K,$562K,$573.9K,$574.7K,$586.6K,$581.1K,$596.4K,$606.1K,University Park
7,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2015.0,$561K,$580.6K,$588.4K,$584.2K,$497.8K,$505.9K,$517K,$520.7K,$519K,$522.8K,$521.9K,$526.5K,University Park
8,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2014.0,$482.3K,$485.8K,$482.6K,$485.7K,$513.9K,$507.1K,$501.5K,$510.7K,$501K,$513.8K,$526.8K,$522.2K,University Park
9,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2013.0,$438.9K,$432K,$436.8K,$452.1K,$450K,$482.3K,$471K,$474.5K,$488.6K,$492.8K,$490.8K,$475.8K,University Park
10,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2012.0,,,,,,,,,,,$433.3K,$436.3K,University Park
11,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2011.0,,,,,,,,,,,,,University Park
12,13373456,https://www.zillow.com/homedetails/1891-S-Fillmore-St-Denver-CO-80210/13373456_zpid/,"$700,000","1891 S Fillmore Street, Denver, CO 80210",1891 S Fillmore Street,Denver,CO,80210,687555.0,,,,,,,,2010.0,,,,,,,,,,,,,University Park
13,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2022.0,,,,,,,,$323.6K,$322.2K,$323.1K,$296.8K,,Southmoor Park
14,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2021.0,,,,,,,,,,,,,Southmoor Park
15,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2020.0,$240.3K,$240.3K,$244.4K,$244.7K,$244.4K,$248.1K,$245.9K,$246.3K,$249.6K,$253.6K,$256.6K,$259K,Southmoor Park
16,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2019.0,$226.9K,$235K,$235.7K,$237.3K,$236.5K,$236.9K,$236.9K,$237.8K,$238.4K,$236.2K,$236.7K,$240.4K,Southmoor Park
17,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2018.0,$210.1K,$211.3K,$213.5K,$217.2K,$219K,$218.7K,$219.1K,$239.9K,$239.9K,$235.7K,$231.3K,$226.9K,Southmoor Park
18,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2017.0,$178.6K,$183.6K,$188.8K,$190.8K,$194K,$195.9K,$197.7K,$196K,$195.1K,$197.9K,$203.8K,$209.5K,Southmoor Park
19,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2016.0,$152.2K,$155K,$152.3K,$154.6K,$159.7K,$167K,$173K,$177.3K,$180.5K,$177.7K,$178.8K,$177.6K,Southmoor Park
20,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2015.0,$136.4K,$137K,$138.8K,$144K,$144.6K,$142.3K,$142.6K,$142.6K,$144.1K,$145.4K,$148.1K,$149.1K,Southmoor Park
21,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2014.0,$89.3K,$88.1K,$90.3K,$87.8K,$92.6K,$92.3K,$98.4K,$95.5K,$96.6K,$97.5K,$100.1K,$104.3K,Southmoor Park
22,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2013.0,$113K,$113.2K,$115.5K,$120.6K,$92.9K,$88.7K,$87.6K,$92.5K,$97.4K,$93K,$94.2K,$92.7K,Southmoor Park
23,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2012.0,,,,,,,,,,,$86.1K,$96K,Southmoor Park
24,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2011.0,,,,,,,,,,,,,Southmoor Park
25,13425244,https://www.zillow.com/homedetails/6495-Happy-Canyon-Rd-151-Denver-CO-80237/13425244_zpid/,"$300,000","6495 E Happy Canyon Road  Unit 151, Denver, CO 80237",6495 E Happy Canyon Road  Unit 151,Denver,CO,80237,296617.0,,,,,,,,2010.0,,,,,,,,,,,,,Southmoor Park
26,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2022.0,$2.6M,$2.7M,$2.9M,$2.9M,$3M,$2.9M,$2.9M,$2.9M,$2.8M,$3M,$3M,,Lowry Field
27,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2021.0,$2.3M,$2.3M,$2.3M,$2.4M,$2.6M,$2.5M,$2.5M,$2.4M,$2.5M,$2.5M,$2.5M,$2.6M,Lowry Field
28,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2020.0,$2.1M,$2.1M,$2.1M,$2.1M,$2.1M,$2.1M,$2.1M,$2.1M,$2.2M,$2.2M,$2.3M,$2.3M,Lowry Field
29,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2019.0,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.3M,$2.1M,$2.1M,$2.1M,$2.1M,Lowry Field
30,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2018.0,$2.1M,$2.1M,$2.1M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.2M,$2.3M,$2.3M,Lowry Field
31,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2017.0,$1.9M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2M,$2.1M,$2.1M,$2.1M,Lowry Field
32,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2016.0,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,Lowry Field
33,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2015.0,$1.9M,$1.9M,$2M,$2M,$1.8M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,Lowry Field
34,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2014.0,$1.8M,$1.8M,$2M,$1.9M,$2M,$1.9M,$1.8M,$1.9M,$1.9M,$1.9M,$1.9M,$1.9M,Lowry Field
35,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2013.0,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,$1.8M,$1.9M,$1.9M,$1.9M,$1.8M,Lowry Field
36,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2012.0,,,,,,,,,,,$1.6M,$1.7M,Lowry Field
37,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2011.0,,,,,,,,,,,,,Lowry Field
38,82592344,https://www.zillow.com/homedetails/7471-E-6th-Ave-Denver-CO-80230/82592344_zpid/,"$2,950,000","7471 E 6th Avenue, Denver, CO 80230",7471 E 6th Avenue,Denver,CO,80230,2950003.0,,,,,,,,2010.0,,,,,,,,,,,,,Lowry Field
39,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2022.0,$470K,$476.8K,$517.1K,$538.6K,$542.1K,$539.8K,$529.4K,$516.9K,$509.5K,$591.2K,$580.6K,,Montbello
40,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2021.0,$405.9K,$415.9K,$422.3K,$443.9K,$460.3K,$464.9K,$467.5K,$459.1K,$457.9K,$460.6K,$462.8K,$465.8K,Montbello
41,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2020.0,$376.8K,$381.3K,$387.3K,$391.5K,$387.6K,$387.7K,$387.9K,$391.6K,$397.6K,$399.2K,$401.4K,$403.2K,Montbello
42,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2019.0,$374.1K,$369.7K,$371.7K,$365.1K,$359.9K,$360.1K,$360.8K,$365.7K,$377.5K,$377.2K,$378.8K,$375.1K,Montbello
43,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2018.0,$333.6K,$336.1K,$349.9K,$354.4K,$355.9K,$354.6K,$356.7K,$358.8K,$364K,$369.5K,$370.4K,$371.8K,Montbello
44,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2017.0,$310.4K,$313.3K,$317.8K,$316.9K,$322.5K,$318.5K,$315.6K,$316.8K,$319.3K,$320.3K,$328.9K,$330.3K,Montbello
45,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2016.0,$281.3K,$288.1K,$284.9K,$286.6K,$292.8K,$297.2K,$298.8K,$300.1K,$300.6K,$301.7K,$303.1K,$306.9K,Montbello
46,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2015.0,$235.1K,$240K,$248.2K,$251K,$251.7K,$255.2K,$262.1K,$267.6K,$270.8K,$272.4K,$274.4K,$279.9K,Montbello
47,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2014.0,$194.8K,$200.6K,$204.9K,$208K,$218K,$215.7K,$218.9K,$223.8K,$230.1K,$230.6K,$237.5K,$234.4K,Montbello
48,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2013.0,$166K,$173.1K,$172.7K,$181.2K,$181.4K,$195K,$200K,$197.9K,$200.9K,$193.4K,$191.3K,$194.1K,Montbello
49,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2012.0,,,,,,,,,,,$158.7K,$165.2K,Montbello
50,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2011.0,,,,,,,,,,,,,Montbello
51,13272870,https://www.zillow.com/homedetails/14448-E-48th-Ave-Denver-CO-80239/13272870_zpid/,"$585,000","14448 E 48th Avenue, Denver, CO 80239",14448 E 48th Avenue,Denver,CO,80239,594800.0,,,,,,,,2010.0,,,,,,,,,,,,,Montbello
52,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2022.0,$398K,$400.8K,$441.8K,$465.4K,$465.1K,$455.9K,$444.5K,$431.5K,$515K,$494K,$492.7K,,Ruby Hill
53,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2021.0,$395.3K,$398.8K,$403.5K,$423.2K,$425.9K,$418.9K,$414.8K,$399.9K,$394.9K,$396K,$395K,$394.4K,Ruby Hill
54,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2020.0,$366.6K,$372.2K,$371.4K,$370.5K,$367.7K,$367K,$369.3K,$367.9K,$370.2K,$378.1K,$384.4K,$389.2K,Ruby Hill
55,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2019.0,$346.8K,$352.6K,$366.2K,$369.1K,$361.9K,$357.5K,$356.9K,$368.9K,$375.4K,$371K,$367.8K,$365.9K,Ruby Hill
56,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2018.0,$299.2K,$303.6K,$304.2K,$315.9K,$322.8K,$323.5K,$326.9K,$328.8K,$327.6K,$329.1K,$335.9K,$340.8K,Ruby Hill
57,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2017.0,$267.1K,$283.7K,$298.8K,$300.7K,$304.5K,$307.5K,$307.3K,$303.9K,$308.8K,$315.5K,$316.3K,$314.7K,Ruby Hill
58,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2016.0,$246.5K,$248.2K,$243.8K,$248.4K,$246K,$247K,$254.1K,$255.4K,$259.3K,$261.1K,$273.7K,$283.9K,Ruby Hill
59,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2015.0,$205.4K,$207K,$217.5K,$224.1K,$213.4K,$214.3K,$222.4K,$236.3K,$234.6K,$232.9K,$236.9K,$240.8K,Ruby Hill
60,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2014.0,$184.4K,$185.4K,$186.3K,$188.3K,$191.7K,$190.4K,$189.7K,$192.9K,$197.8K,$201.1K,$206.2K,$206.4K,Ruby Hill
61,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2013.0,$150.7K,$148.7K,$154.1K,$162.6K,$173.9K,$176.4K,$180.3K,$181.2K,$181.7K,$182.4K,$184.4K,$183.3K,Ruby Hill
62,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2012.0,,,,,,,,,,,$153.2K,$161.4K,Ruby Hill
63,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2011.0,,,,,,,,,,,,,Ruby Hill
64,13366812,https://www.zillow.com/homedetails/1710-S-Dale-Ct-Denver-CO-80219/13366812_zpid/,"$500,000","1710 S Dale Court, Denver, CO 80219",1710 S Dale Court,Denver,CO,80219,496044.0,,,,,,,,2010.0,,,,,,,,,,,,,Ruby Hill
65,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2022.0,$381.1K,$391.7K,$408.9K,$416.1K,$417.7K,$413.2K,$404.7K,$401.9K,$407.9K,$405.6K,$403.1K,,University Park
66,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2021.0,$340K,$340K,$340K,$342.9K,$347.6K,$353.1K,$361.7K,$361.7K,$364.2K,$371K,$376K,$379.4K,University Park
67,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2020.0,$334.2K,$338.6K,$369.5K,$378.2K,$380K,$344.9K,$333.4K,$321.8K,$318.2K,$317.3K,$354.5K,$350K,University Park
68,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2019.0,$315K,$319.4K,$316.7K,$334.7K,$337.7K,$336K,$336.9K,$332.2K,$332.2K,$331.4K,$331.6K,$330.7K,University Park
69,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2018.0,$333K,$342.2K,$314.3K,$318.2K,$319.8K,$310.1K,$307.7K,$319.6K,$320K,$325K,$328.9K,$317.8K,University Park
70,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2017.0,$306K,$309.3K,$311.7K,$327.8K,$327.2K,$347K,$330.5K,$333.3K,$336.1K,$336.7K,$328K,$337.3K,University Park
71,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2016.0,$268.2K,$271.4K,$271.1K,$273.3K,$274.5K,$278K,$279.4K,$280.7K,$281.9K,$283.2K,$301.1K,$310.8K,University Park
72,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2015.0,$234.7K,$239.3K,$242.4K,$244.4K,$245.8K,$247K,$251.7K,$253.8K,$255.9K,$258.9K,$261.1K,$263.4K,University Park
73,13374082,https://www.zillow.com/homedetails/3966-E-Evans-Ave-Denver-CO-80210/13374082_zpid/,"$410,000","3966 E Evans Avenue, Denver, CO 80210",3966 E Evans Avenue,Denver,CO,80210,407112.0,,,,,,,,2014.0,$214.3K,$214.6K,$215.7K,$218.6K,$223.3K,$219.9K,$219.5K,$222.1K,$225.7K,$225.8K,$229K,$231.1K,University Park
