,Date,Time,Temperature,DewPoint,Humidity,Wind,WinSpeed,WindGust,Pressure,Precip.,Condition
138870,2020-01-01,1:53 AM,28,12,51,SSW,7,0,24.29,0.0,Partly Cloudy
138873,2020-01-01,2:53 AM,32,13,45,SW,9,0,24.28,0.0,Partly Cloudy
138874,2020-01-01,3:53 AM,30,14,51,SW,10,0,24.26,0.0,Partly Cloudy
138875,2020-01-01,4:53 AM,33,15,48,SSW,15,0,24.2,0.0,Fair
138876,2020-01-01,5:53 AM,32,16,52,SSW,13,0,24.21,0.0,Partly Cloudy
138877,2020-01-01,6:53 AM,36,18,48,SSW,14,0,24.2,0.0,Mostly Cloudy
138878,2020-01-01,7:53 AM,36,22,57,SSW,10,0,24.19,0.0,Cloudy
138879,2020-01-01,8:53 AM,38,22,53,SSW,8,0,24.16,0.0,Cloudy
138880,2020-01-01,9:53 AM,37,23,57,SW,8,0,24.18,0.0,Cloudy
138881,2020-01-01,10:53 AM,45,26,48,SW,6,0,24.16,0.0,Partly Cloudy
138882,2020-01-01,11:53 AM,50,25,38,VAR,3,0,24.16,0.0,Mostly Cloudy
138883,2020-01-02,1:53 AM,35,18,50,W,3,0,24.19,0.0,Mostly Cloudy
138886,2020-01-01,12:53 PM,47,21,36,WNW,37,53,24.17,0.0,Cloudy / Windy
138887,2020-01-01,1:53 PM,44,22,42,W,21,31,24.17,0.0,Cloudy / Windy
138888,2020-01-01,2:53 PM,45,22,40,W,8,0,24.15,0.0,Cloudy
138889,2020-01-01,3:53 PM,47,21,36,WNW,21,31,24.16,0.0,Mostly Cloudy / Windy
138890,2020-01-01,4:53 PM,45,22,40,W,21,31,24.16,0.0,Mostly Cloudy / Windy
138891,2020-01-01,5:53 PM,41,22,47,W,15,0,24.17,0.0,Mostly Cloudy
138892,2020-01-01,6:53 PM,40,21,47,W,14,0,24.16,0.0,Partly Cloudy
138893,2020-01-02,2:53 AM,35,17,48,NW,7,0,24.2,0.0,Cloudy
138894,2020-01-02,3:53 AM,34,17,50,NW,12,0,24.2,0.0,Mostly Cloudy
138895,2020-01-02,4:53 AM,35,15,44,W,12,0,24.2,0.0,Mostly Cloudy
138896,2020-01-02,5:53 AM,31,16,54,NNW,12,0,24.23,0.0,Mostly Cloudy
138897,2020-01-02,6:53 AM,30,17,59,N,7,0,24.25,0.0,Mostly Cloudy
138898,2020-01-02,7:53 AM,33,17,52,NNW,14,0,24.28,0.0,Mostly Cloudy
138899,2020-01-02,8:53 AM,31,17,57,WSW,5,0,24.3,0.0,Mostly Cloudy
138900,2020-01-02,9:53 AM,34,18,52,W,3,0,24.34,0.0,Mostly Cloudy
138901,2020-01-02,10:53 AM,37,18,46,SW,6,0,24.34,0.0,Mostly Cloudy
138902,2020-01-02,11:53 AM,40,16,38,SW,8,0,24.34,0.0,Partly Cloudy
138903,2020-01-02,12:53 PM,42,13,31,VAR,5,0,24.33,0.0,Partly Cloudy
138904,2020-01-03,1:53 AM,24,17,75,SW,8,0,24.52,0.0,Fair
138911,2020-01-01,7:53 PM,41,21,45,W,15,21,24.15,0.0,Fair
138912,2020-01-01,8:53 PM,37,21,52,W,13,0,24.15,0.0,Fair
138913,2020-01-01,9:53 PM,36,21,55,W,12,0,24.14,0.0,Fair
138914,2020-01-01,10:53 PM,34,20,56,WSW,10,0,24.15,0.0,Partly Cloudy
138915,2020-01-01,11:53 PM,39,18,43,W,17,0,24.16,0.0,Fair
138916,2020-01-01,12:53 AM,37,18,46,WNW,13,0,24.17,0.0,Partly Cloudy
